institucion,tasa_de_interes_bruta_en_porcentaje_anual,rango_de_plazo_plazo_minimo,rango_de_plazo_plazo_maximo,tipo_de_instrumento,rango_de_inversion_monto_minimo,rango_de_inversion_monto_maximo,tipo_de_tasa,fecha_de_la_informacion
ABC Capital,7.0200,364,364,DEPOSITO A PLAZO,1000000,49999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 0.5000,11/05/2018
ABC Capital,6.4700,252,252,DEPOSITO A PLAZO,1000000,49999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.0500,11/05/2018
ABC Capital,6.4300,364,364,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.0900,11/05/2018
ABC Capital,6.3700,168,168,DEPOSITO A PLAZO,1000000,49999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.1500,11/05/2018
ABC Capital,6.2700,84,84,DEPOSITO A PLAZO,1000000,49999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.2500,11/05/2018
ABC Capital,6.0700,364,364,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.4500,11/05/2018
ABC Capital,5.9700,252,252,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.5500,11/05/2018
ABC Capital,5.8700,168,168,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.6500,11/05/2018
ABC Capital,5.7700,84,84,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.7500,11/05/2018
ABC Capital,5.7700,364,364,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.7500,11/05/2018
ABC Capital,5.6700,252,252,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.8500,11/05/2018
ABC Capital,5.6200,168,168,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.9000,11/05/2018
ABC Capital,5.5200,84,84,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.0000,11/05/2018
ABC Capital,5.5200,364,364,DEPOSITO A PLAZO,5000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.0000,11/05/2018
ABC Capital,5.5200,364,364,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.0000,11/05/2018
ABC Capital,5.3700,252,252,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.1500,11/05/2018
ABC Capital,5.3200,168,168,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.2000,11/05/2018
ABC Capital,5.2700,84,84,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.2500,11/05/2018
ABC Capital,5.1700,252,252,DEPOSITO A PLAZO,5000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.3500,11/05/2018
ABC Capital,5.1700,252,252,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.3500,11/05/2018
ABC Capital,5.1500,365,365,PAGARÉ,1000000,49999999,Fija,11/05/2018
ABC Capital,5.1200,168,168,DEPOSITO A PLAZO,5000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.4000,11/05/2018
ABC Capital,5.1200,168,168,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.4000,11/05/2018
ABC Capital,5.1000,532,532,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
ABC Capital,5.0500,120,364,PAGARÉ,1000000,49999999,Fija,11/05/2018
ABC Capital,5.0200,84,84,DEPOSITO A PLAZO,5000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.5000,11/05/2018
ABC Capital,5.0200,84,84,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.5000,11/05/2018
ABC Capital,5.0000,364,364,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
ABC Capital,4.9500,91,119,PAGARÉ,1000000,49999999,Fija,11/05/2018
ABC Capital,4.8500,60,90,PAGARÉ,1000000,49999999,Fija,11/05/2018
ABC Capital,4.8500,252,252,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
ABC Capital,4.8000,532,532,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
ABC Capital,4.7500,28,59,PAGARÉ,1000000,49999999,Fija,11/05/2018
ABC Capital,4.7500,168,168,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
ABC Capital,4.7000,364,364,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
ABC Capital,4.6500,84,84,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
ABC Capital,4.5500,252,252,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
ABC Capital,4.5500,365,365,PAGARÉ,500000,999999,Fija,11/05/2018
ABC Capital,4.5000,532,532,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
ABC Capital,4.4500,168,168,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
ABC Capital,4.4000,120,364,PAGARÉ,500000,999999,Fija,11/05/2018
ABC Capital,4.4000,364,364,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
ABC Capital,4.3500,84,84,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
ABC Capital,4.3000,91,119,PAGARÉ,500000,999999,Fija,11/05/2018
ABC Capital,4.2500,252,252,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
ABC Capital,4.2000,60,90,PAGARÉ,500000,999999,Fija,11/05/2018
ABC Capital,4.2000,168,168,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
ABC Capital,4.2000,532,532,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
ABC Capital,4.1500,365,365,PAGARÉ,250000,499999,Fija,11/05/2018
ABC Capital,4.1000,28,59,PAGARÉ,500000,999999,Fija,11/05/2018
ABC Capital,4.1000,120,364,PAGARÉ,250000,499999,Fija,11/05/2018
ABC Capital,4.1000,364,364,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
ABC Capital,4.0500,84,84,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
ABC Capital,4.0000,365,365,PAGARÉ,100000,249999,Fija,11/05/2018
ABC Capital,3.9500,91,119,PAGARÉ,250000,499999,Fija,11/05/2018
ABC Capital,3.9500,252,252,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
ABC Capital,3.9500,532,532,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
ABC Capital,3.9000,168,168,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
ABC Capital,3.9000,120,364,PAGARÉ,100000,249999,Fija,11/05/2018
ABC Capital,3.8500,60,90,PAGARÉ,250000,499999,Fija,11/05/2018
ABC Capital,3.8500,364,364,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
ABC Capital,3.8000,91,119,PAGARÉ,100000,249999,Fija,11/05/2018
ABC Capital,3.7500,28,59,PAGARÉ,250000,499999,Fija,11/05/2018
ABC Capital,3.7500,84,84,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
ABC Capital,3.7500,252,252,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
ABC Capital,3.7500,365,365,PAGARÉ,50000,99999,Fija,11/05/2018
ABC Capital,3.7000,60,90,PAGARÉ,100000,249999,Fija,11/05/2018
ABC Capital,3.6500,168,168,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
ABC Capital,3.6500,120,364,PAGARÉ,50000,99999,Fija,11/05/2018
ABC Capital,3.6000,28,59,PAGARÉ,100000,249999,Fija,11/05/2018
ABC Capital,3.5500,91,119,PAGARÉ,50000,99999,Fija,11/05/2018
ABC Capital,3.5000,84,84,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
ABC Capital,3.4500,60,90,PAGARÉ,50000,99999,Fija,11/05/2018
ABC Capital,3.3000,28,59,PAGARÉ,50000,99999,Fija,11/05/2018
ABC Capital,3.2800,364,364,DEPOSITO A PLAZO,5000,49999,Fija,11/05/2018
ABC Capital,3.2800,532,532,DEPOSITO A PLAZO,5000,49999,Fija,11/05/2018
ABC Capital,3.2000,1,27,PAGARÉ,1000000,49999999,Fija,11/05/2018
ABC Capital,3.1800,252,252,DEPOSITO A PLAZO,5000,49999,Fija,11/05/2018
ABC Capital,3.1300,168,168,DEPOSITO A PLAZO,5000,49999,Fija,11/05/2018
ABC Capital,3.0600,84,84,DEPOSITO A PLAZO,5000,49999,Fija,11/05/2018
ABC Capital,3.0500,1,27,PAGARÉ,500000,999999,Fija,11/05/2018
ABC Capital,3.0300,120,364,PAGARÉ,5000,49999,Fija,11/05/2018
ABC Capital,3.0300,365,365,PAGARÉ,5000,49999,Fija,11/05/2018
ABC Capital,3.0100,91,119,PAGARÉ,5000,49999,Fija,11/05/2018
ABC Capital,2.9900,60,90,PAGARÉ,5000,49999,Fija,11/05/2018
ABC Capital,2.9700,28,59,PAGARÉ,5000,49999,Fija,11/05/2018
ABC Capital,2.9000,1,27,PAGARÉ,250000,499999,Fija,11/05/2018
ABC Capital,2.7500,1,27,PAGARÉ,100000,249999,Fija,11/05/2018
ABC Capital,2.6000,1,27,PAGARÉ,50000,99999,Fija,11/05/2018
ABC Capital,2.4000,1,27,PAGARÉ,5000,49999,Fija,11/05/2018
Afirme,7.3696,180,359,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Afirme,7.3696,180,359,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9800,11/05/2018
Afirme,7.3696,360,360,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Afirme,7.3696,360,360,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9800,11/05/2018
Afirme,7.2192,90,179,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Afirme,7.2192,90,179,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9600,11/05/2018
Afirme,7.0688,60,89,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Afirme,7.0688,60,89,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9400,11/05/2018
Afirme,6.9184,360,360,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Afirme,6.9184,360,360,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9200,11/05/2018
Afirme,6.7680,360,360,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Afirme,6.7680,360,360,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9000,11/05/2018
Afirme,6.6176,180,359,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Afirme,6.6176,180,359,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8800,11/05/2018
Afirme,6.4672,90,179,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Afirme,6.4672,90,179,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8600,11/05/2018
Afirme,6.3920,180,359,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Afirme,6.3920,180,359,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Afirme,6.3920,360,360,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Afirme,6.3920,360,360,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Afirme,6.3168,60,89,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Afirme,6.3168,60,89,DEPOSITO A PLAZO,500000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8400,11/05/2018
Afirme,6.0160,90,179,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Afirme,6.0160,90,179,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8000,11/05/2018
Afirme,6.0160,180,359,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Afirme,6.0160,180,359,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8000,11/05/2018
Afirme,6.0160,360,360,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Afirme,6.0160,360,360,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Afirme,6.0160,360,360,DEPOSITO A PLAZO,25000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8000,11/05/2018
Afirme,6.0160,360,360,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8000,11/05/2018
Afirme,5.6400,60,89,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Afirme,5.6400,60,89,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Afirme,5.6400,90,179,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Afirme,5.6400,90,179,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Afirme,5.6400,180,359,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Afirme,5.6400,180,359,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Afirme,5.6400,180,359,DEPOSITO A PLAZO,25000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Afirme,5.6400,180,359,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Afirme,5.6400,360,360,DEPOSITO A PLAZO,10000,24999,Fija,11/05/2018
Afirme,5.6400,360,360,DEPOSITO A PLAZO,10000,24999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Afirme,5.2640,60,89,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Afirme,5.2640,60,89,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7000,11/05/2018
Afirme,5.2640,90,179,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Afirme,5.2640,90,179,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Afirme,5.2640,90,179,DEPOSITO A PLAZO,25000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7000,11/05/2018
Afirme,5.2640,90,179,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7000,11/05/2018
Afirme,5.2640,180,359,DEPOSITO A PLAZO,10000,24999,Fija,11/05/2018
Afirme,5.2640,180,359,DEPOSITO A PLAZO,10000,24999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7000,11/05/2018
Afirme,4.8880,60,89,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Afirme,4.8880,60,89,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Afirme,4.8880,60,89,DEPOSITO A PLAZO,25000,49999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6500,11/05/2018
Afirme,4.8880,60,89,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6500,11/05/2018
Afirme,4.8880,90,179,DEPOSITO A PLAZO,10000,24999,Fija,11/05/2018
Afirme,4.8880,90,179,DEPOSITO A PLAZO,10000,24999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6500,11/05/2018
Afirme,4.5120,60,89,DEPOSITO A PLAZO,10000,24999,Fija,11/05/2018
Afirme,4.5120,60,89,DEPOSITO A PLAZO,10000,24999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6000,11/05/2018
Afirme,3.1500,91,119,PAGARÉ,1000000,999999999,Fija,11/05/2018
Afirme,3.1000,28,90,PAGARÉ,1000000,999999999,Fija,11/05/2018
Afirme,3.0500,21,27,PAGARÉ,1000000,999999999,Fija,11/05/2018
Afirme,3.0500,91,119,PAGARÉ,500000,999999,Fija,11/05/2018
Afirme,3.0000,7,13,PAGARÉ,1000000,999999999,Fija,11/05/2018
Afirme,3.0000,14,20,PAGARÉ,1000000,999999999,Fija,11/05/2018
Afirme,2.9500,28,90,PAGARÉ,500000,999999,Fija,11/05/2018
Afirme,2.9000,14,20,PAGARÉ,500000,999999,Fija,11/05/2018
Afirme,2.9000,21,27,PAGARÉ,500000,999999,Fija,11/05/2018
Afirme,2.8500,7,13,PAGARÉ,500000,999999,Fija,11/05/2018
Afirme,2.6500,91,119,PAGARÉ,250000,499999,Fija,11/05/2018
Afirme,2.5500,28,90,PAGARÉ,250000,499999,Fija,11/05/2018
Afirme,2.5000,21,27,PAGARÉ,250000,499999,Fija,11/05/2018
Afirme,2.4500,7,13,PAGARÉ,250000,499999,Fija,11/05/2018
Afirme,2.4500,14,20,PAGARÉ,250000,499999,Fija,11/05/2018
Afirme,2.3500,91,119,PAGARÉ,100000,249999,Fija,11/05/2018
Afirme,2.3000,28,90,PAGARÉ,100000,249999,Fija,11/05/2018
Afirme,2.2500,14,20,PAGARÉ,100000,249999,Fija,11/05/2018
Afirme,2.2500,21,27,PAGARÉ,100000,249999,Fija,11/05/2018
Afirme,2.2000,7,13,PAGARÉ,100000,249999,Fija,11/05/2018
American Express,1.9400,90,179,PAGARÉ,1000000,999999999,Fija,11/05/2018
American Express,1.9400,180,720,PAGARÉ,1000,999999999,Fija,11/05/2018
American Express,1.8500,28,89,PAGARÉ,1000000,999999999,Fija,11/05/2018
American Express,1.8400,14,27,PAGARÉ,1000000,999999999,Fija,11/05/2018
American Express,1.7900,7,13,PAGARÉ,1000000,999999999,Fija,11/05/2018
American Express,1.7900,90,179,PAGARÉ,500000,999999,Fija,11/05/2018
American Express,1.7000,28,89,PAGARÉ,500000,999999,Fija,11/05/2018
American Express,1.6900,14,27,PAGARÉ,500000,999999,Fija,11/05/2018
American Express,1.6400,7,13,PAGARÉ,500000,999999,Fija,11/05/2018
American Express,1.6400,90,179,PAGARÉ,300000,499999,Fija,11/05/2018
American Express,1.5500,28,89,PAGARÉ,300000,499999,Fija,11/05/2018
American Express,1.5400,1,6,PAGARÉ,1000000,999999999,Fija,11/05/2018
American Express,1.5400,14,27,PAGARÉ,300000,499999,Fija,11/05/2018
American Express,1.4900,7,13,PAGARÉ,300000,499999,Fija,11/05/2018
American Express,1.4900,90,179,PAGARÉ,200000,299999,Fija,11/05/2018
American Express,1.4000,28,89,PAGARÉ,200000,299999,Fija,11/05/2018
American Express,1.3900,1,6,PAGARÉ,500000,999999,Fija,11/05/2018
American Express,1.3900,14,27,PAGARÉ,200000,299999,Fija,11/05/2018
American Express,1.3400,7,13,PAGARÉ,200000,299999,Fija,11/05/2018
American Express,1.2400,1,6,PAGARÉ,300000,499999,Fija,11/05/2018
American Express,1.1700,7,13,PAGARÉ,100000,199999,Fija,11/05/2018
American Express,1.1200,14,27,PAGARÉ,100000,199999,Fija,11/05/2018
American Express,1.1200,28,89,PAGARÉ,100000,199999,Fija,11/05/2018
American Express,1.1200,90,179,PAGARÉ,100000,199999,Fija,11/05/2018
American Express,1.0900,1,6,PAGARÉ,200000,299999,Fija,11/05/2018
American Express,1.0700,7,13,PAGARÉ,20000,49999,Fija,11/05/2018
American Express,1.0700,7,13,PAGARÉ,50000,99999,Fija,11/05/2018
American Express,1.0700,14,27,PAGARÉ,1000,19999,Fija,11/05/2018
American Express,1.0700,14,27,PAGARÉ,20000,49999,Fija,11/05/2018
American Express,1.0700,14,27,PAGARÉ,50000,99999,Fija,11/05/2018
American Express,1.0700,28,89,PAGARÉ,1000,19999,Fija,11/05/2018
American Express,1.0700,28,89,PAGARÉ,20000,49999,Fija,11/05/2018
American Express,1.0700,28,89,PAGARÉ,50000,99999,Fija,11/05/2018
American Express,1.0700,90,179,PAGARÉ,1000,19999,Fija,11/05/2018
American Express,1.0700,90,179,PAGARÉ,20000,49999,Fija,11/05/2018
American Express,1.0700,90,179,PAGARÉ,50000,99999,Fija,11/05/2018
American Express,1.0500,1,6,PAGARÉ,20000,49999,Fija,11/05/2018
American Express,1.0500,1,6,PAGARÉ,50000,99999,Fija,11/05/2018
American Express,1.0500,1,6,PAGARÉ,100000,199999,Fija,11/05/2018
American Express,1.0200,7,13,PAGARÉ,1000,19999,Fija,11/05/2018
American Express,1.0000,1,6,PAGARÉ,1000,19999,Fija,11/05/2018
Azteca,5.3000,364,364,PAGARÉ,1000,999999999,Fija,11/05/2018
Azteca,4.7000,270,270,PAGARÉ,1000,999999999,Fija,11/05/2018
Azteca,4.5000,182,182,PAGARÉ,1000,999999999,Fija,11/05/2018
Azteca,4.1000,90,90,PAGARÉ,1000,999999999,Fija,11/05/2018
Azteca,3.5000,28,28,PAGARÉ,1000,999999999,Fija,11/05/2018
Azteca,2.0000,14,14,PAGARÉ,1000,999999999,Fija,11/05/2018
Azteca,1.8500,7,7,PAGARÉ,1000,999999999,Fija,11/05/2018
BBVA Bancomer,4.5536,196,196,DEPOSITO A PLAZO,1000000,999999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.5810,11/05/2018
BBVA Bancomer,4.3890,196,196,DEPOSITO A PLAZO,500000,999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.5600,11/05/2018
BBVA Bancomer,4.2793,196,196,DEPOSITO A PLAZO,100000,499999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.5460,11/05/2018
BBVA Bancomer,2.6841,181,360,PAGARÉ,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,2.5649,181,360,PAGARÉ,500000,999999,Fija,11/05/2018
BBVA Bancomer,2.4951,180,180,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,2.4862,91,180,PAGARÉ,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,2.4539,61,90,PAGARÉ,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,2.4408,180,180,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
BBVA Bancomer,2.4119,31,60,PAGARÉ,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,2.3865,180,180,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
BBVA Bancomer,2.3784,90,90,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,2.3450,91,180,PAGARÉ,500000,999999,Fija,11/05/2018
BBVA Bancomer,2.3243,90,90,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
BBVA Bancomer,2.3210,181,360,PAGARÉ,100000,499999,Fija,11/05/2018
BBVA Bancomer,2.3027,61,90,PAGARÉ,500000,999999,Fija,11/05/2018
BBVA Bancomer,2.3027,91,180,PAGARÉ,100000,499999,Fija,11/05/2018
BBVA Bancomer,2.2702,90,90,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
BBVA Bancomer,2.2486,61,90,PAGARÉ,100000,499999,Fija,11/05/2018
BBVA Bancomer,2.2322,15,30,PAGARÉ,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,2.2097,31,60,PAGARÉ,500000,999999,Fija,11/05/2018
BBVA Bancomer,2.1557,31,60,PAGARÉ,100000,499999,Fija,11/05/2018
BBVA Bancomer,2.0151,15,30,PAGARÉ,500000,999999,Fija,11/05/2018
BBVA Bancomer,2.0103,15,30,PAGARÉ,100000,499999,Fija,11/05/2018
BBVA Bancomer,1.6459,196,196,DEPOSITO A PLAZO,5000,49999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.2100,11/05/2018
BBVA Bancomer,1.6459,196,196,DEPOSITO A PLAZO,50000,99999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.2100,11/05/2018
BBVA Bancomer,1.5521,1,14,PAGARÉ,1000000,999999999,Fija,11/05/2018
BBVA Bancomer,1.3127,1,14,PAGARÉ,500000,999999,Fija,11/05/2018
BBVA Bancomer,1.2600,181,360,PAGARÉ,50000,99999,Fija,11/05/2018
BBVA Bancomer,1.2484,180,180,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
BBVA Bancomer,1.2390,1,14,PAGARÉ,100000,499999,Fija,11/05/2018
BBVA Bancomer,1.1847,91,180,PAGARÉ,50000,99999,Fija,11/05/2018
BBVA Bancomer,1.1488,61,90,PAGARÉ,50000,99999,Fija,11/05/2018
BBVA Bancomer,1.1364,90,90,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
BBVA Bancomer,1.1000,181,360,PAGARÉ,5000,49999,Fija,11/05/2018
BBVA Bancomer,1.0885,91,180,PAGARÉ,5000,49999,Fija,11/05/2018
BBVA Bancomer,1.0885,180,180,DEPOSITO A PLAZO,5000,49999,Fija,11/05/2018
BBVA Bancomer,1.0656,61,90,PAGARÉ,5000,49999,Fija,11/05/2018
BBVA Bancomer,1.0656,90,90,DEPOSITO A PLAZO,5000,49999,Fija,11/05/2018
BBVA Bancomer,1.0521,31,60,PAGARÉ,5000,49999,Fija,11/05/2018
BBVA Bancomer,1.0500,31,60,PAGARÉ,50000,99999,Fija,11/05/2018
BBVA Bancomer,1.0248,15,30,PAGARÉ,5000,49999,Fija,11/05/2018
